Common Shelduck (<em class="sci">Tadorna tadorna</em>)	1.171E-4	0.0	1.472E-4	2.733E-4	2.308E-4	1.234E-4	8.07E-5	1.324E-4	3.388E-4	3.964E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	7.107E-4	5.378E-4	2.924E-4	1.619E-4	8.5E-5	3.56E-5	0.0	0.0	0.0	3.7E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58E-5	0.0	
Muscovy Duck (<em class="sci">Cairina moschata</em>)	2.34E-5	0.0	0.0	2.73E-5	0.0	0.0	0.0	3.31E-5	0.0	0.0	2.41E-5	8.21E-5	5.76E-5	1.91E-5	3.87E-5	5.61E-5	8.45E-5	2.54E-5	1.53E-5	0.0015	2.12E-5	0.0	0.0	0.0015	2.68E-5	0.0	7.76E-5	2.84E-5	4.14E-5	4.18E-5	2.023E-4	0.0	0.0015	0.0	0.0	8.93E-5	2.589E-4	2.25E-4	0.0015	0.0015	7.86E-5	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	
Wood Duck (<em class="sci">Aix sponsa</em>)	0.0045191	0.005165	0.0041958	0.0030607	0.0033857	0.0027453	0.0025417	0.0067536	0.0173893	0.0472462	0.0816095	0.1337384	0.1799789	0.1964446	0.1939946	0.1922204	0.1771294	0.1570331	0.1377894	0.108551	0.0843225	0.0787787	0.0734666	0.0696964	0.0773687	0.0900138	0.1030616	0.1191336	0.1385131	0.1491583	0.1575816	0.1554226	0.1492585	0.1494197	0.1474125	0.1387029	0.1106015	0.0950881	0.0722758	0.0492842	0.0292129	0.0166815	0.0094946	0.0054429	0.0034298	0.0039433	0.0043982	0.0036787	
Mandarin Duck (<em class="sci">Aix galericulata</em>)	5.62E-4	2.108E-4	3.68E-5	0.0	0.0	0.0012955	6.253E-4	3.311E-4	1.129E-4	9.91E-5	3.862E-4	9.85E-5	0.0	0.0	0.0	1.4E-5	1.41E-5	2.54E-5	1.53E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	8.92E-5	9.31E-5	0.0	0.0	0.0	3.58E-5	1.698E-4	
Garganey (<em class="sci">Spatula querquedula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.935E-4	6.168E-4	5.353E-4	6.36E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Teal (<em class="sci">Spatula discors</em>)	2.34E-5	3.51E-5	0.0	2.73E-5	0.0	3.08E-5	0.0	0.0	5.081E-4	0.0062186	0.0206136	0.0593973	0.1263906	0.179944	0.2218159	0.2373703	0.1697895	0.1125118	0.1003679	0.0852441	0.0576306	0.0422973	0.0324131	0.0240554	0.0201668	0.0213154	0.0258042	0.0395406	0.0559762	0.0654526	0.0810166	0.0766767	0.0694781	0.0639132	0.0734399	0.0625651	0.0529333	0.0407949	0.0265838	0.0143167	0.005701	0.0010259	3.258E-4	3.991E-4	2.415E-4	2.293E-4	1.43E-4	2.83E-5	
Cinnamon Teal (<em class="sci">Spatula cyanoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.109E-4	0.0012004	0.0018573	0.0020606	3.24E-4	1.526E-4	9.2E-5	1.957E-4	2.12E-5	0.0	6.93E-5	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.664E-4	2.976E-4	2.959E-4	3.75E-4	2.288E-4	5.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged x Cinnamon Teal (hybrid) (<em class="sci">Spatula discors x cyanoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.716E-4	2.414E-4	1.478E-4	1.729E-4	9.53E-5	4.256E-4	1.402E-4	0.0	1.27E-5	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged/Cinnamon Teal (<em class="sci">Spatula discors/cyanoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	1.4E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler (<em class="sci">Spatula clypeata</em>)	0.0052683	0.0056217	0.0053736	0.0070505	0.0070406	0.0061384	0.0067981	0.0165861	0.0358796	0.0657533	0.0879818	0.1083997	0.133692	0.1394547	0.1357401	0.1208859	0.0703559	0.0416084	0.034524	0.0234746	0.0106173	0.0068513	0.0034885	0.0026642	0.0018772	0.0014807	0.0014745	0.0022741	0.003227	0.0053047	0.0093481	0.0127275	0.0141523	0.0153377	0.0211568	0.0263714	0.0323666	0.0407199	0.0478661	0.0523789	0.0563419	0.0500892	0.046635	0.0328749	0.0229458	0.0157733	0.0097976	0.0055463	
Blue-winged Teal x Northern Shoveler (hybrid) (<em class="sci">Spatula discors x clypeata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall (<em class="sci">Mareca strepera</em>)	0.0214011	0.0173219	0.0136548	0.0137185	0.0142351	0.0120608	0.0123253	0.0262862	0.0464939	0.0668682	0.0804268	0.0823549	0.0839658	0.0769201	0.0763441	0.0649565	0.0375447	0.0245631	0.0203587	0.014205	0.011042	0.0089221	0.006977	0.0045116	0.0044249	0.0038567	0.0030655	0.0049746	0.0037648	0.0044276	0.0052203	0.0041102	0.0050264	0.0060672	0.0107686	0.0144358	0.0237849	0.0349456	0.0465311	0.053102	0.0500118	0.0456735	0.0428186	0.0339635	0.0310613	0.0240726	0.0196667	0.0159031	
Northern Shoveler x Gadwall (hybrid) (<em class="sci">Spatula clypeata x Mareca strepera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91E-5	0.0	1.4E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian Wigeon (<em class="sci">Mareca penelope</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67E-4	8.671E-4	2.172E-4	4.434E-4	0.0017869	7.812E-4	0.0013543	4.906E-4	1.691E-4	3.82E-5	4.6E-5	0.0	0.0	0.0015	0.0	1.94E-5	0.0	0.0	0.0	2.84E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.283E-4	5.95E-5	3.7E-5	3.0E-4	3.81E-5	0.0	0.0015	5.798E-4	0.0020944	8.709E-4	9.661E-4	2.293E-4	0.0	0.0	
